text_widget,ResourceID,image,number,boolean,location,date,rich_text_widget
Kenna Rochester,861,http://dummyimage.com/111x196.bmp/cc0000/ffffff,11,true,POINT (-122.277374186343 37.14248521579099),1/12/2019,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Ulysses Bedle,862,http://dummyimage.com/137x110.png/5fa2dd/ffffff,77,false,POINT (-122.0759563361268 37.17166664859312),2/10/2019,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat."
Patton Scarce,863,http://dummyimage.com/102x181.png/ff4444/ffffff,93,true,POINT (-122.194032687414 37.08208584209868),1/16/2019,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
Sherye Cashford,864,http://dummyimage.com/144x131.jpg/dddddd/000000,70,false,POINT (-122.0215390477749 37.22847028193889),8/1/2018,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
Starlene Elener,865,http://dummyimage.com/105x112.bmp/5fa2dd/ffffff,20,false,POINT (-122.2082566607042 37.21853171749153),8/12/2018,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Delia Litel,866,http://dummyimage.com/208x156.png/dddddd/000000,92,false,POINT (-122.467624544229 37.022952989563),11/17/2018,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
Nicolai Stolberg,867,http://dummyimage.com/229x250.jpg/5fa2dd/ffffff,87,true,POINT (-122.0335879823214 37.31769848441502),10/15/2018,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
Kristina Epperson,868,http://dummyimage.com/161x108.jpg/cc0000/ffffff,35,true,POINT (-122.1871276738267 37.45577363791021),11/22/2018,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
Derk Draper,869,http://dummyimage.com/150x194.jpg/5fa2dd/ffffff,23,true,POINT (-122.1873985053471 37.02715029656093),6/21/2019,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
Jillian Cattonnet,870,http://dummyimage.com/231x122.bmp/5fa2dd/ffffff,80,true,POINT (-122.2089125210004 37.29665144730527),8/3/2018,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."
Palm Grundey,871,http://dummyimage.com/202x143.png/ff4444/ffffff,89,false,POINT (-122.3906633389111 37.19681020941481),1/5/2019,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
Korney Struis,872,http://dummyimage.com/128x171.jpg/5fa2dd/ffffff,71,true,POINT (-122.1633477703601 37.28773591465314),6/18/2019,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
Gage Greening,873,http://dummyimage.com/164x229.jpg/dddddd/000000,13,true,POINT (-122.2117936197302 37.04877472934947),9/6/2018,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
Dael Minghella,874,http://dummyimage.com/217x108.bmp/dddddd/000000,84,false,POINT (-122.2427007619871 37.07465370789718),2/25/2019,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Jessi Son,875,http://dummyimage.com/111x220.png/dddddd/000000,70,true,POINT (-122.3558155116011 37.41153895326151),10/7/2018,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Conn Guilliland,876,http://dummyimage.com/134x142.jpg/ff4444/ffffff,17,true,POINT (-122.3898902883909 37.07455486933142),7/21/2018,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
Gwenora Sollom,877,http://dummyimage.com/109x235.png/ff4444/ffffff,23,true,POINT (-122.4759154566745 37.24766669456445),12/20/2018,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
Jocelin Wagg,878,http://dummyimage.com/186x187.bmp/ff4444/ffffff,13,false,POINT (-122.1820513847458 37.1652910762061),10/4/2018,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Kathryne Micco,879,http://dummyimage.com/100x132.png/ff4444/ffffff,7,true,POINT (-122.2120083899331 37.46666345260719),6/9/2019,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
Alene Hissie,880,http://dummyimage.com/118x180.jpg/cc0000/ffffff,6,true,POINT (-122.0744903189195 37.05286592417188),4/23/2019,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Angelico Hardistry,881,http://dummyimage.com/106x158.jpg/dddddd/000000,5,true,POINT (-122.2448453877825 37.41148475348238),9/30/2018,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Missy Bowcher,882,http://dummyimage.com/119x146.png/ff4444/ffffff,37,false,POINT (-122.1316216082968 37.05662177983462),6/3/2019,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
Fritz Gabbitis,883,http://dummyimage.com/230x212.jpg/ff4444/ffffff,84,false,POINT (-122.1931030466894 37.19439877692307),8/18/2018,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
Tades Cranmere,884,http://dummyimage.com/160x110.bmp/5fa2dd/ffffff,22,false,POINT (-122.4490541555282 37.30878927652574),10/8/2018,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
Vladimir Wedmore,885,http://dummyimage.com/220x196.jpg/ff4444/ffffff,73,true,POINT (-122.4391732658366 37.08557150619129),6/20/2019,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Fanya Gorvin,886,http://dummyimage.com/107x184.png/ff4444/ffffff,79,true,POINT (-122.3976974646085 37.38686572686105),10/29/2018,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Dixie Dunniom,887,http://dummyimage.com/250x100.jpg/5fa2dd/ffffff,36,false,POINT (-122.0609393075024 37.01876519397331),5/21/2019,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
Gallard Ellis,888,http://dummyimage.com/244x173.jpg/5fa2dd/ffffff,10,false,POINT (-122.489144501164 37.16229803846162),3/26/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
Aviva Stonham,889,http://dummyimage.com/237x179.png/dddddd/000000,38,false,POINT (-122.0372228548815 37.14809843255514),11/23/2018,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
Flossie Cowderoy,890,http://dummyimage.com/214x203.png/cc0000/ffffff,13,false,POINT (-122.4351571437032 37.13536574286601),3/3/2019,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
Ann-marie Fone,891,http://dummyimage.com/199x103.jpg/5fa2dd/ffffff,26,false,POINT (-122.1432861620284 37.17238527331614),2/20/2019,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
Ted Sherston,892,http://dummyimage.com/231x154.bmp/ff4444/ffffff,98,false,POINT (-122.4991459872084 37.30956328844911),2/13/2019,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Lucas Katte,893,http://dummyimage.com/166x241.bmp/ff4444/ffffff,84,false,POINT (-122.3430883711368 37.29563013253589),10/19/2018,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Hana Billie,894,http://dummyimage.com/107x192.jpg/dddddd/000000,49,true,POINT (-122.3321183752014 37.11066656265028),5/20/2019,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Rossie Deyes,895,http://dummyimage.com/122x200.bmp/5fa2dd/ffffff,29,false,POINT (-122.3480754598708 37.02625908251895),7/2/2019,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Hildegarde Tibbits,896,http://dummyimage.com/130x201.bmp/cc0000/ffffff,27,true,POINT (-122.4038102945298 37.28017315102814),5/13/2019,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
Aylmer Hundal,897,http://dummyimage.com/236x197.bmp/5fa2dd/ffffff,56,true,POINT (-122.0452057707836 37.1050542171388),5/26/2019,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
Rees Giacopetti,898,http://dummyimage.com/197x194.png/ff4444/ffffff,29,true,POINT (-122.1600500874748 37.066690422103),7/14/2018,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
Alecia McTrusty,899,http://dummyimage.com/225x226.png/dddddd/000000,58,false,POINT (-122.1465879659549 37.22084545545843),8/13/2018,Sed ante. Vivamus tortor. Duis mattis egestas metus.
Mareah Benley,900,http://dummyimage.com/215x103.bmp/dddddd/000000,54,true,POINT (-122.1678151497612 37.12251198107145),1/23/2019,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
Andy Aronowicz,901,http://dummyimage.com/227x196.jpg/ff4444/ffffff,98,true,POINT (-122.1570038579538 37.09731214167509),3/26/2019,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
Charis Crannis,902,http://dummyimage.com/201x219.bmp/ff4444/ffffff,16,false,POINT (-122.2965830196414 37.37608227754257),8/22/2018,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
Jaimie Rudgard,903,http://dummyimage.com/116x169.bmp/dddddd/000000,61,false,POINT (-122.2018490647265 37.21178652475276),11/12/2018,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
Tadio Alvarado,904,http://dummyimage.com/239x137.png/cc0000/ffffff,28,false,POINT (-122.1068071618488 37.39895954407386),10/21/2018,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
Tab Calafato,905,http://dummyimage.com/142x226.bmp/cc0000/ffffff,29,true,POINT (-122.2273858110536 37.37688933363126),2/6/2019,In congue. Etiam justo. Etiam pretium iaculis justo.
Waiter Dumke,906,http://dummyimage.com/170x116.jpg/cc0000/ffffff,4,false,POINT (-122.2722233654516 37.11129593680078),8/24/2018,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
Rolfe Dominguez,907,http://dummyimage.com/168x104.bmp/ff4444/ffffff,42,true,POINT (-122.3618016792493 37.36336837502707),4/24/2019,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
